image_name,count,img_size
benidzu/hpc_tfidf:1.0.0,2780,2650840107
benidzu/hpc_tfidf:3.0.0,2780,2650840107
unocha/hpc-headless-chrome:v0.1.2,2774,930182712
unocha/hpc-headless-chrome:v0.1.1,2774,930181706
thomashauser/cu-hpc-mooc:0.3.0-c20d3b1,2772,2755737108
alahiff/hpcg:3.0-1,2744,605965075
b153/rcs-ss-r-hpc:latest,2721,928717335
knight05/hpc_envs:jess_fl_doublerfinder,2719,4734757485
onelife0985/hpc:0.0.1,2692,1563389933
onelife0985/hpc:1.0.0,2692,1563464511
rzamora4/hpc-deeplearning:latest,2692,7885859918
fgbulsoni/hpcc:latest,2691,831148892
unocha/hpc-headless-chrome:dev,2683,1167729807
unocha/hpc-headless-chrome:v0.1.4,2683,1167730047
chengshenggan/ood-container:rstudio,2659,1510410568
xwang2713/hpcc-clienttools:7.4.4-1,2659,837486670
unocha/hpc-headless-chrome:v0.1.3,2656,1208702627
hpchucky/diabetic-retinopathy:latest,2647,
hpc2se/dune-pacxx:latest,2628,2425503251
hhorsey/hpc-os-server:latest,2627,1682463753
tingatepai/hpc-app-container:relion-3.0.8,2627,2530768562
pobe/hpcarchive-docker:latest,2625,11512260371
ubccr/hpcts:xdmod-2023.07,2615,5475429717
hpcbiotools/dipasm:latest,2572,1674884545
hpccsystems/linux:el6_hpcc5,2571,695748487
indroid/hpc:1.0.0,2560,1351353656
hpccsystems/iot:6.4.12-1xenial,2557,1746422168
geocryology/oms:0.3_py3-hpc,2556,1696026198
hpccsystems/vm:7.10.6-1,2551,1215202685
xiaoyaolangzi/hpctoolkit:1.5,2548,1510474031
lfaltn/poisson:latest,2546,1062884089
xiaoyaolangzi/hpctoolkit:1.4,2541,1421254355
hpccsystems/vm:7.10.10-1,2539,1214822731
hpccsystems/vm:7.10.8-1,2539,1215500284
pes1ug19cs280/hpcty:tempfrontend,2539,
xiaoyaolangzi/hpctoolkit:1.6,2535,2073961971
hpccsystems/clienttools:7.10.6-1,2517,868106317
hpccsystems/vm:7.10.24-1,2514,1221448688
hpccsystems/vm:latest,2514,1221448688
gregsi/hpc-py3-tf:1.14.0,2508,4132723255
pobe/hpcarchive-docker:flat,2504,2524960425
knight05/hpc_envs:SymSim,2503,4256433340
xiaoyaolangzi/hpctoolkit:1.7,2503,2098950278
furaze/python-check:latest,2497,1150582210
djlee99/hpc_db:arangodb,2492,2321873851
katchyz/ceas:latest,2484,1468536270
hpccsystems/clienttools:7.10.8-1,2482,868414044
hpccsystems/clienttools:7.10.10-1,2482,868516449
mdstudio/cerise:0.2.3,2479,1083088355
sjtuhpc/hpc-app-container:openfoam-v6,2474,2065788929
tingatepai/hpc-app-container:openfoam-v6,2474,2065788929
chengshenggan/hpc-app-container:openfoam-v6,2471,2035058852
tingatepai/hpc-app-container:openfoam-v8,2471,2096986721
chengshenggan/hpc-app-container:openfoam-v8,2471,2096980145
xwang2713/hpcc-admin:latest,2469,1016186558
hpccsystems/clienttools:7.10.24-1,2468,873248614
hpccsystems/clienttools:latest,2468,873248614
djlee99/hpc_db:redis,2458,2178133258
hpccsystemslegacy/clienttools:8.2.10-1,2449,1442476182
hpccsystemslegacy/clienttools:8.2.0-1,2449,1442437544
mattshax/hpc_connect:latest,2445,1313884671
hpccsystemslegacy/clienttools:8.4.0-2,2443,1452593280
hpccsystemslegacy/clienttools:latest,2443,1452960241
hpccsystemslegacy/clienttools:8.4.6-1,2443,1452960241
lcrown/hpc-cmdb-api:latest,2427,993956052
lcrown/hpc-cmdb-api:483e861,2425,993956057
sahilsharma31/hpca:latest,2424,714461071
hpccsystems/hpcc-admin:7.6.0-rc3,2419,1034480306
le2368/ddp:latest,2402,3805604443
le2368/ddp:0.1,2402,3803924863
le2368/ddp:0.2,2402,3805604443
hpccsystems/hpcc-admin:7.6.22-1,2398,1055766801
hpccsystems/hpcc-admin:7.6.34-1,2396,1057669356
hpccsystems/hpcc-admin:latest,2396,1057669356
mdstudio/cerise:0.2.4,2392,1052751858
mdstudio/cerise:develop,2392,1052751834
mdstudio/cerise:latest,2392,1052751816
sjtuhpc/hpc-app-container:hypre-2.20.0,2379,1085899725
hpcnow/slurm_simulator:20.11.9,2376,2229079969
hpccsystemslegacy/hpcc-admin:8.2.0-1,2376,1677307227
hpccsystemslegacy/hpcc-admin:8.2.10-1,2376,1677406369
hpcnow/slurm_simulator:22.05.2,2376,2240826695
hpccsystemslegacy/hpcc-admin:latest,2359,1719554006
hpccsystemslegacy/hpcc-admin:8.4.0-2,2359,1717362543
hpccsystemslegacy/hpcc-admin:8.4.6-1,2359,1719554006
lianov/rstudio_ggplot2:3.6.3,2349,1529359159
annalisasheehan/4eiyolo:latest,2334,4866641577
ivotron/hpccg:v1.0-arm64v8,2330,315611650
alan0415/hpc:1.0,2311,19707628231
hpccbk/latex-editor:latest,2301,
hpcc/omd:v1.3,2299,887215511
sjtuhpc/hpc-app-container:openfoam-v6-dev,2292,2395463037
tingatepai/hpc-app-container:openfoam-v6-dev,2292,2395463037
gregoakesgro5/phd_s1:20210221,2291,5465434948
hpcnow/slurm_simulator:22.05.5,2290,2243976302
hpcnow/slurm_simulator:23.02.0,2290,2247784403
gregoakesgro5/phd_s1:20210225,2275,5692783028
hpcc/omd:labs,2269,954399113
cjcshadowsan/hpc-ubiq:slurmprobe-latest,2250,981285281
dbscch/hpctest:latest,2245,1101268848
hpccsystemslegacy/vm:8.2.10-1,2237,1396074425
hpccsystemslegacy/vm:8.2.0-1,2237,1395975190
hpccsystemslegacy/vm:8.4.6-1,2231,1436491438
hpccsystemslegacy/vm:latest,2231,1436491438
hpccsystemslegacy/vm:8.4.0-2,2231,1435992752
hpclabhcmut/spark3.0.1hd3.2:firstly,2227,1167067867
hpclabhcmut/spark3.0.1hd3.2:latest,2227,1167067889
tristan0x/tmate-hpc:latest,2222,838225870
andreasvlachos/hpc-tutorial:latest,2217,3934560107
cainesap/hpc-tutorial:latest,2217,3934560107
j6mes/hpc-tutorial:latest,2217,3934572479
yukison/hpc-ce-cuhksz:v1.0.0,2217,11665313937
evancui/hpcacm:latest,2204,842016721
evancui/hpcacm:dashboard,2204,842016721
evancui/hpcacm:jobmonitor,2204,842016721
evancui/hpcacm:taskdispatcher,2204,842016721
skyzzuu/cosc370_hpcl_clone:latest,2202,1117609781
hpc1995/swoft:dev,2191,469216611
hpcc/openresty-intermission:latest,2183,537605727
whgtyen/hpc-tutorial:latest,2181,
hpccsystems/hpcc-elastic:latest,2176,944052480
k3nnykcy/anvil_ichpc:anvil-app-ichpc,2166,2645968922
computecqe/hpc:qmcpack,2158,10730015844
ubccr/hpcts:coldfront-2023.07,2152,4362611381
hpcteam/optitype:1.3.3,2142,1777251317
ratkinson0405/hpc-python:latest,2125,6157427850
hpchud/nagios:latest,2124,939852776
sydneyinformaticshub/alphafold:alphafold_v2.2.3,2124,15413484633
sahilsharma31/hpca:hpca_d7_v4,2121,830973672
sahilsharma31/hpca:hpca_d7_v2,2121,830973678
sahilsharma31/hpca:hpca_d7_v3,2121,830973681
ubccr/hpcts:slurm-2023.07,2120,4087578432
chengshenggan/ood-container:octave,2091,1281724153
pawsey/intel-hpc-python:2021.09,2083,2997473085
sydneyinformaticshub/alphafold:colabfold_v1.0.0,2083,21244291730
luman75/hpcfront:0.0.2,2080,533543691
jlphillips/openldap-login:2022-09-30-adrj,2068,1840008702
srzzumix/oneapi-hpckit:2021.2.0,2067,19754486023
srzzumix/oneapi-hpckit:2021.2.0.20210317,2067,19754486023
srzzumix/oneapi-hpckit:latest,2067,19754486023
travissimmons/hpc_soil_mask:latest,2056,1629213913
hpccsystems/iot:6.4.0-1xenial,2041,991425209
hpccsystems/iot:latest,2041,991425209
hpcteam/rstudio-4.0.4:20211017,2020,2882303344
hpcteam/rstudio-4.0.4:20211020,2020,3112355898
hpcteam/rstudio-4.0.4:20211122,2020,3356431936
sjtuhpc/ood-container:visit,2018,1699033876
alhenry/rstudio-server:latest,2010,1635206986
gcormierwork/hpc-azure:latest,2005,3353873280
hpccsystems/wssql:6.0.0-1xenial,2003,897614454
hpccsystems/wssql:6.2.0-1xenial,2003,969652451
jttkim/hpcbio:0.0.2,1996,1491339404
hpccsystems/linux:xenial_hpcc6,1995,493518786
kitware/hpccloud:celery-parflow,1992,1610208933
platinumcd/paratools-salt:latest,1989,36408602658
jlphillips/hpc-node:2022-09-30,1988,
jttkim/hpcbio:0.0.1,1982,1486124687
brookluo/hpc-reproducibility:v0.1,1963,2141821302
brookluo/hpc-reproducibility:latest,1963,2141821302
sahilsharma31/hpca:hpca_d7_v5,1952,836827782
jlphillips/openldap-login:2022-08-21,1946,1722239040
evancui/nodemanager:latest,1944,850937550
kitware/hpccloud:compute-parflow,1938,1436646774
idledile/hpcai:swiftsim,1937,822247410
106125/hpc:latest,1931,537015497
jlphillips/openldap-login:2022-09-10,1928,1723505919
amacdonald9/hpct-db:latest,1895,889771441
paragkalra/hpct-db:latest,1895,889076982
devendarb/hpcx:alltoall,1891,5714762184
ninaaf/proj02:latest,1868,3262098589
hpchud/nginx:latest,1866,378057822
hpc1995/php81-swoole:latest,1864,600954815
sydneyinformaticshub/alphafold:colabfold_v1.3.0,1855,19372014468
hpcaitech/diffusion:0.2.0,1847,19568654270
jlphillips/hpc-node:2022-12-10,1844,
multifunkim/spark-hpc:latest,1840,2062843921
hpchud/ldap:latest,1834,462176492
106125/hpc-master:latest,1819,633502882
nvaitcemea/hpcschool:20.11-py3,1815,20357760526
hpc1995/php73:dev,1811,479829868
kirac3434/hpc:0.0.1,1809,920754308
kirac/hpc:v0.0.1,1808,920774936
kirac/hpc:v0.0.1b,1808,920801314
louirobert/hpc-acm:v1.0.0,1794,848222710
louirobert/hpc-acm-frontend:v1.0.0,1794,829851179
hpcufscar/openacc-pgi-image:v1,1782,9964857782
phphavok/hpc-workload-generator:latest,1779,883838954
jlphillips/openldap-login:2022-05-18,1779,5117435001
izone/hpc:r8ww-nv-slurm,1777,3073677056
anicolau/hpc:latest,1773,1445861940
louissmith/tinker9:1.0.0-appdir,1768,15736516025
hpcnow/slurm_simulator:23.02.4,1767,2169440802
rintanakahpc/cosmoflow:latest,1764,13166917763
hpcbroome/buymybag:latest,1762,644382271
rudyy/dockerbsc:pilsLenox1,1762,4346605974
hpchud/dns:templater-improvements,1756,449450681
hpchud/dns:latest,1756,449450685
louirobert/hpc-acm-runtime:v1.0.0,1748,776407093
rudyy/hpcg:lenox,1739,4697235057
asifraza/hpc-perfsonar:latest,1729,1038192738
kitware/hpccloud:celery,1722,670728805
borispolonsky/hpcaitech-cacheembedding:0.2.2,1719,18122931341
abolipharak/hpcsalab1:1.0,1717,963484632
xiaoyaolangzi/hpctoolkit:1.3,1714,1401576927
hpcaitech/cacheembedding:0.2.1,1708,18388880055
hpcaitech/cacheembedding:0.2.2,1708,18122931341
andresq99/hpc_midterm:fpt,1704,5004412111
hpc4geo/tandem-env:latest,1704,1958948552
hpc4geo/deb-demo:latest,1704,1522079202
mgnisia/hpc_lab:latest,1703,888440196
subilabrahamornl/hpc-me.rhel.gnu:latest,1698,1851613893
mccoygroup/rynlib:rynimg,1697,3163814102
hpccsystems/itsecl:0.1.4,1696,799331510
hpccsystems/itsecl:latest,1696,799331510
l694791197/hpccg-llvm:latest,1687,4699607666
jhenligne/confcrypt:0.0,1683,1323828922
jkadowaki/eq_mask_rcnn:latest,1677,
chengshenggan/ood-container:coder,1677,882734093
xpillons/hpcrover:2111.2514,1673,1982153521
ln88/hpc_ssmfin:hpc_dev_intel_fixing,1671,27605220977
jongtaek/snpeff:latest,1668,589433583
jongtaek/snpeffgrch37:latest,1668,1285399277
jongtaek/snpeffgrch38:latest,1668,2225117033
hpcteam/logo:20211018-1,1665,9387836829
ln88/hpc_ssmfin:gcc_cpp_env,1665,3999134681
jlphillips/openldap-login:2022-08-18,1663,5300125376
mitbbs/hpcc-run:v1,1625,532437359
mitbbs/hpcc-run:v2,1625,788782846
mmbumcu/hybrid_assembly:v1.0,1623,5543072502
woosangbyum/hpc_woowa:final,1618,15988459268
woosangbyum/hpc_woowa:semi_final,1618,14885269200
woosangbyum/hpc_woowa:v4,1618,10390537717
hpccbk/git-management:7.14,1611,1050953473
ligross/frensie_hpc:latest,1604,2979663141
glmdev/k8s-hpc-demo:latest,1603,1080086768
yukison/hpc-ce-cuhksz:lkktest,1603,7582726721
yukison/hpc-ce-cuhksz:dekr,1603,7747274306
sceccode/ucvm_1210_sif:1202228,1597,6996299797
hpc1995/php8.0-composer:latest,1590,456581048
hpcaitech/tutorial:opt-inference,1583,17417911527
rudyy/dockerbsc:shmTestsLenox,1582,343576724
hpcaitech/fawembedding:0.1.0,1577,16126706986
hpcaitech/fawembedding:0.1.1,1577,16126923376
nsimakov/hpcc:latest,1572,1668014099
ligross/frensie_hpc:frensie_stable,1566,7969535261
hpci/yprov-single-image:latest,1555,1917574551
hpcaitech/coati:latest,1554,15267066584
chrisblanton/hpc-me.rhel8.gnu:latest,1551,
hpcteam/rstudio-4.2.0:20230111,1549,3311335398
cheeataltair/postgres95:passed,1548,478870210
hpcaitech/energon-ai:latest,1548,16950512422
hpcteam/rstudio-4.2.0:20220901,1547,3275577828
meteogroup/hpc_tools:e28616d240b92409cc378f772014c56cbb8a3567,1545,3509753672
codebrad/hpcdemo:latest,1544,1385027733
hpccsystems/ansible-ce:latest,1539,734872626
hpccsystems/ansible-ce:6.0.2-1trusty,1539,714866286
hpcaitech/colossalai:0.2.4,1538,16738336224
hpcaitech/colossalai:0.2.5,1538,16738336224
hpcaitech/colossalai:0.2.6,1538,16738336224
hpcaitech/colossalai:0.2.7,1538,16738336224
hpcaitech/colossalai:0.3.0,1537,16801660189
ishiy1993/hpc:20180404,1528,711599426
hpci/yprov-single-image:gds,1523,2087635656
hpcteam/rstudio-4.1.0:20230124,1520,2942118749
hpchen/dotnet-java:latest,1510,2081866338
hpcteam/rstudio-4.2.0:20220720,1503,3258208839
hpcteam/rstudio-4.2.0:20220608,1501,3182505351
hpcteam/rstudio-4.2.0:20220719,1501,3185658690
mdstudio/cerise:0.2.2,1497,980040862
nilsvu/hpc-tutorial:latest,1495,1020958752
cjcshadowsan/hpc-ubiq:slurmcontainer-latest,1485,2192983775
twobombs/thereminq-tensors:shors,1483,16765423893
twobombs/thereminq-tensors:latest,1481,16144195014
twobombs/thereminq-tensors:metal,1481,16144833973
hpcaitech/fastfoldsrv:0.1.0,1481,17177815784
xpillons/hpcrover:2203.1712,1479,2062244480
hpcteam/rstudio-4.1.0:20220424,1476,2903053842
varchasgopalaswamy/ifort-dev:latest,1475,23921612755
hpccsystems/wssql:6.0.0-1trusty,1473,806512019
hpccsystems/wssql:6.2.0-1trusty,1473,870040942
hpccbk/hadoop-docker-datanode:3.2.1,1462,2055508322
hpccbk/hadoop-docker-historyserver:latest,1462,2055508000
hpccbk/hadoop-docker-resourcemanager:3.2.1,1462,2055508004
hpccbk/hadoop-docker-historyserver:3.2.1,1462,2055508000
hpccbk/hadoop-docker-namenode:latest,1462,2055508970
hpccbk/hadoop-docker-nodemanager:3.2.1,1462,2055507996
hpccbk/hadoop-docker-datanode:latest,1462,2055508322
hpccbk/hadoop-docker-namenode:3.2.1,1462,2055508970
hpccbk/hadoop-docker-nodemanager:latest,1462,2055507996
hpccbk/hadoop-docker-resourcemanager:latest,1462,2055508004
hpcpolinela/edgeai:jetson-nano2,1459,2960895163
hpcpolinela/edgeai:jetson-nano,1459,4039975684
balajisampath/hpcc:latest,1458,931460660
clairemcwhite/alphafold:latest,1456,9970771521
blackmilk274/hpcg:0.1,1447,763626184
blackmilk274/hpcg:latest,1447,764156352
hpcaitech/energon-ai:0.2.3,1446,14861624508
hpcaitech/energon-ai:0.2.4,1446,14860140695
hpcpolinela/edgeai:jetson-nano3,1444,9101530299
jmbatto/yml-continuation:latest,1438,1893309458
hpcaitech/energon-ai:0.2.6,1436,14929557071
hpcaitech/energon-ai:0.2.5,1436,14929108914
meteogroup/hpc_tools:0e583b3c6957269a2ba25cb72217dc8dbf44386d,1428,3133988343
meteogroup/hpc_tools:bea1d5d5cd998957479b71368adf0424dec49783,1428,3133988343
izone/hpc:r8ww-ood,1428,2299032878
hpcaitech/fastfoldsrv:0.1.1,1426,17177815784
hpccbk/hadoop-docker-spark:3.2.1,1420,1689368513
hpccbk/hadoop-docker-spark:latest,1420,1689368513
xpillons/hpcrover:2204.1212,1417,2057618160
sidio47/hpc:tacc-stampede2,1416,264225236
hpccbk/hadoop-docker-datanode:2.7.2,1398,1523333695
hpccbk/hadoop-docker-historyserver:2.7.2,1398,1523333373
rudyy/dockerbsc:shmJordiLenox,1398,232648554
hpccbk/hadoop-docker-resourcemanager:2.7.2,1398,1523333377
hpccbk/hadoop-docker-namenode:2.7.2,1398,1523334343
hpccbk/hadoop-docker-nodemanager:2.7.2,1398,1523333369
nightofsun/hpc:webserver,1393,894718724
hpcdue/sync_gateway:latest,1390,1057828872
zalfrpm/python3.10:2,1382,3713445704
jongtaek/sarek:latest,1377,3750384257
pshoff/hpcg_benchmark:avx,1375,3464899653
pshoff/hpcg_benchmark:auto,1375,3464911461
pshoff/hpcg_benchmark:avx2,1375,3464899653
pshoff/hpcc_benchmark:v09,1362,950279682
pshoff/hpcc_benchmark:v13,1362,950279714
pshoff/hpcc_benchmark:v10,1362,950279682
pshoff/hpcc_benchmark:v11,1362,950279684
pshoff/hpcc_benchmark:v12,1362,950279712
zalfrpm/python3.10:3,1357,5838669877
mesham/vestec_workflow_manager:v1.2,1355,991193774
juredemsar/hpc_hello_world:1.0.0,1353,583947304
mesham/vestec_external_services:v1.2,1346,510074500
samopahor/hpc_hello_world:1.0.0,1341,570525630
hpcorona/sddb:complete,1335,17529379746
hpcorona/sddb:deepruntime,1335,17529379778
benidzu/hpc_hello_world:1.0.0,1330,570525109
hpwxf/hpc-ai-2021:conan-clang10,1325,1432454174
pawsey/hpc-python:2021.09,1314,1256776094
xpillons/hpcrover:2205.2412,1313,2468072151
xpillons/hpcrover:latest,1313,2468072151
balajisampath/hpcc:v1,1297,732021143
hpccsystems/godji:latest,1297,732458387
meteogroup/hpc_tools:697981ba687e179945a9b26a7fc94195313d7fef,1294,3112414436
hpcpolinela/edgeai:jetson-NX2,1291,5943600760
hpcpolinela/edgeai:jetson-nano6,1291,6897141176
hpcio/dxt-explorer:0.2,1268,1439548449
hpccsystems/godji:7-rc2,1267,633102965
hpcaitech/sd-webui:0.0.1,1266,20782148954
twobombs/thereminq-tensors:quda,1266,
hpcaitech/sd-webui:latest,1265,20820154320
gtomscs/hpc:latest,1264,1017984130
hpcio/hdf5-1.12.0:latest,1263,1364279161
hpcio/hdf5-1.13.0:latest,1263,992674613
tataucloud/hpc:3.6,1261,2352355761
arivchan/hpcvproxy_final:latest,1252,835758917
arivchan/hpcvproxy_final:1,1252,1061500252
hpcaitech/fast-diffuser:0.0.1,1250,14648184261
hpcorona/sddb:deeplearning,1248,16601973197
psaberi/hpc:latest,1245,1061859454
hryu01/hpc:amgx_v01,1242,14622912247
richardfelixbr/hpccsystems:latest,1237,399717752
jlphillips/hpc-node:2023-05-06,1233,
dennyshuber/poisson:latest,1230,603855291
cornmd/hpc-doc-runai-tutorial2:latest,1227,11481224136
gregoakesgro5/phd_s1:2021-04-12,1226,2502450317
jonolf/hpccontainers:gcc,1226,6150035742
gregoakesgro5/phd_s1:latest,1226,2502450317
datamacgyver/hpcc-6-4-40-1:latest,1222,703768706
hpc1995/php8.1-composer:latest,1216,516144746
sjtuhpc/ood-container:ncview,1216,245558366
hpctechdev/demo1:myhttpd,1206,165540006
