image_name,count,img_size
mrcharms/physics-test:v1,1231,1401460245
adamd94/gem-dependencies:gnu-v1.0.0,1229,1813772764
adamd94/gem-dependencies:v1.0.0,1229,1813772764
benjaminfaber/wistell:debian-0.5.2,1199,2683864226
fnallpc/fnallpc-docker:pytorch-2.0.0-cuda11.7-cudnn8-runtime-singularity,1193,13735317767
fnallpc/fnallpc-docker:pytorch-1.13.0-cuda11.6-cudnn8-runtime-singularity,1188,20543578219
benjaminfaber/wistell:shifter-mpich,1183,1456800049
fnallpc/fnallpc-docker:tensorflow-2.10.0-gpu-singularity,1165,9061594602
benjaminfaber/wistell:latest,1156,2502090726
benjaminfaber/wistell:mpich,1156,1457288535
benjaminfaber/wistell:ptsm,1107,2697815938
biancini/datascience-hep:2023,1089,7121742711
biancini/datascience-hep:latest,1089,7121742711
physicso/rabbit:latest,1072,300778382
hepstore/rivet:3.1.8-hepmc3,1067,3427616126
smogserver/ctbpworkshop:2023,1050,17839024999
matthewjsiv123/physics_atv_cu12:latest,1047,18700182469
zpic/zpic:latest,1019,3232414229
star9daisy/hml-env:1.7.2,950,10967290581
star9daisy/hml-env:1.7.3,950,10967290598
solidification/physicsworks-openfoam2212:nightly,939,2898184425
solidification/physicsworks-openfoam2206:nightly,901,1857815934
fnallpc/fnallpc-docker:tensorflow-2.12.0-gpu-singularity,899,10008953829
star9daisy/hml-env:1.8.0,897,13187137370
peterjansson/appnuc:0.7.2,857,7712862663
saoue66/egs_brachy:0.1,813,2381965641
fnelai/gym-fish:latest,791,5480531162
filemon279/scalathreejs:latest,783,808965508
filemon279/scalathreejs:testSrping,783,810525397
peterjansson/appnuc:0.8.0,773,7661866142
peterjansson/appnuc:latest,773,7661866142
solidification/physicsworks-openfoam2212:latest,741,2369234543
tck199732/root-intelhpc:latest,722,19438535313
amd64/gazebo:latest,717,1955010121
amd64/gazebo:libgazebo11,717,1955010121
amd64/gazebo:libgazebo11-focal,717,1955010121
library/gazebo:latest,717,1955010121
library/gazebo:libgazebo11,717,1955010121
library/gazebo:libgazebo11-focal,717,1955010121
star9daisy/hml-env:latest,679,19686377792
hepstore/rivet:3.1.9,673,3316434894
hepstore/rivet:3.1.9-ubuntu-gcc-hepmc3-py3,673,3316434894
hepstore/rivet:latest,673,3316434894
sayakghosh01/physics-bot:latest,630,8200158885
jpazzini/mapd-b:spark-jupyter,623,2992956241
star9daisy/hml-env:2.0.0,622,19694548056
jpazzini/mapd-b:spark-master,613,2780220512
jpazzini/mapd-b:spark-worker,613,2780220512
jeremu2907/physics_engine:1,587,592902105
hepstore/rivet:chacal24,577,3317929699
gabrielalacchi/physics-hack2017:latest,540,127733017
physicsrocks/xatlas:1.0,537,485314042
solidification/physicsworks-openfoam10:latest,529,3110434851
jpazzini/mapd-b:kafka-broker,513,974132755
jpazzini/mapd-b:zookeeper,513,974132755
pimverschuuren/roounfold-tutorial2019:0.1,495,2212039728
pimverschuuren/roounfold-tutorial2019:0.2,495,2220424043
pimverschuuren/roounfold-tutorial2019:0.3,495,2220427124
pimverschuuren/roounfold-tutorial2019:0.5,495,2221720064
pimverschuuren/roounfold-tutorial2019:1.1,495,2222046811
benislocated/proofofconcept:gh-pages,412,3145981676
physicsd00d/get-started:part2,403,131904199
kaelandonatella/julia_container:julia,351,486422498
physicso/openslide-java:latest,346,1001044621
pedwink/opendatalab:sh1015-HT18,316,3143381588
pedwink/opendatalab:sh1015-HT18-teachers,316,3143529276
pedwink/opendatalab:sh1015a,316,3143176564
pedwink/opendatalab:sh1015b,316,3143190970
gkousiou/physicspef_loadgenclient:latest,311,456379371
pedromeerholz/physics-api:1.1,277,841277260
amd64/gazebo:gzserver11,255,788444194
amd64/gazebo:gzserver11-focal,255,788444194
library/gazebo:gzserver11,255,788444194
library/gazebo:gzserver11-focal,255,788444194
sliem/docker-hep:prospino,245,281683404
sliem/docker-hep:spheno,245,242362133
ordinest/physicsapi:latest,221,222225206
ordinest/physics.api:0.1.0,218,222996245
ordinest/physics:latest,218,235300209
ordinest/physics.server:0.1.1,215,211569252
ordinest/physics.server:0.1.2,215,211568980
alexlib/scimed:latest,195,3838625516
autamus/clhep:2.4.4.0,191,73398377
autamus/clhep:2.4.5.1,191,73475508
bkataru/physicsscribbles:latest,177,338511462
p6steve/alpine-raku-physics:arp-constants-gen,173,320555321
p6steve/alpine-raku-physics:arp-measure,173,302933695
p6steve/alpine-raku-physics:arp-measure-deps,173,286504971
p6steve/alpine-raku-physics:arp-measure-gen,173,302933642
p6steve/alpine-raku-physics:arp-unit-deps,173,285491469
dawith/physicsjs:latest,171,110635574
physicsphiend/docker101tutorial:latest,155,27886838
ocordes/physics725:latest,152,
autamus/clhep:2.4.6.0,144,73587153
autamus/clhep:latest,144,73587153
physicsluo/docker101tutorial:latest,144,27931501
physics21/docker101tutorial:latest,133,28767417
stacktrader/physics:latest,127,64067709
9inpachi/phoenix:2.13.0,115,369979035
9inpachi/phoenix:2.14.0,115,369993608
radiasoft/sirepo:alpha,101,10356507262
radiasoft/sirepo:beta,101,10356499983
radiasoft/sirepo:dev,101,10356507262
radiasoft/sirepo:fedora-36,101,10356507262
radiasoft/sirepo:latest,101,10356507262
9inpachi/phoenix:2.11.3,84,362885200
luis5tb/physics-webhook:latest,83,58384125
ainhoaazqueta/physics:co-allocation-1.0.0,82,108867573
ainhoaazqueta/physics:co-allocation-Noupdate,82,108867526
ainhoaazqueta/physics:co-allocation-limitCPU4vcores,82,108867613
ainhoaazqueta/physics-webhook:latest,80,58583986
9inpachi/phoenix:latest,72,369915159
9inpachi/phoenix:main,72,369915159
luis5tb/physics-workflow-operator:latest,61,48208258
crankone/hepfarm:latest,54,7064148853
axect/hepframework:0.1,43,3601387491
arseniimalov/physics:latest,37,546304747
ainhoaazqueta/physics-co-allocation-cluster-information:0.0.1,31,89151740
zarnecki/p4:2.0.1,20,5127135235
crankone/hepfarm-amd64-dbg:latest,15,1695083474
crankone/hepfarm-amd64-opt:20200222,15,2074885182
crankone/hepfarm-amd64-opt:20200301,15,1836163006
crankone/hepfarm-amd64-opt:20200623,15,1672647767
zarnecki/p4:2.0.2,12,4863964559
zarnecki/p4:latest,12,4863964559
olifre/gentoo-docker-physics.physics-addons:latest,8,6188419569
crankone/hepfarm-amd64-opt:20200214,3,1763524223
olifre/gentoo-docker-physics.root-geant-addons:latest,2,3456104036
